coord.lon,coord.lat,weather[0].id,weather[0].main,weather[0].description,weather[0].icon,base,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,visibility,wind.speed,wind.deg,wind.gust,snow.1h,clouds.all,dt,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,timezone,id,name,cod
30.5167,50.4333,601,Snow,snow,13d,stations,1.51,1.51,1.51,1.51,993,96,993,976,5984,0.89,45,2.68,0.87,100,1732184404,2,2003742,UA,1732166542,1732197943,7200,703448,Kyiv,200
